"","GEOID","peopleOfColor","peopleOfColor_pcntl","highSchool","highSchool_pcntl","percent_lowincome","percent_lowincome_pcntl","percent_lingiso","percent_lingiso_pcntl","percent_disability","percent_disability_pcntl","HH_Burdened_Pct","HH_Burdened_Pct_pcntl","socEco_geoMean","geoMeanDist","socEco_arthMean","arthMeanDist"
"18","08033",0.102315562735595,9.375,0.061516452074392,34.375,0.333333333333333,59.375,0,7.8125,0.192245557350565,82.8125,0.19235836627141,6.25,20.6425775517224,0.15625,33.3333333333333,0.203125
"19","08035",0.176795575711075,42.1875,0.0204561676306951,3.125,0.0838078791536453,1.5625,0.00898027487594131,32.8125,0.0670790349268549,10.9375,0.243005906767515,21.875,10.8341093432647,0.015625,18.75,0.03125
"20","08037",0.285677369496125,67.1875,0.0954203119957401,59.375,0.24837778717303,26.5625,0.058995102085741,95.3125,0.0502733844629555,1.5625,0.385779538825601,100,34.1210056849816,0.40625,58.3333333333333,0.703125
"21","08039",0.116756787251537,14.0625,0.0348326925797371,18.75,0.151175987163934,4.6875,0.00269396551724137,14.0625,0.0892843206118786,20.3125,0.277478448275862,39.0625,15.4857355825282,0.078125,18.4895833333333,0.015625
"22","08041",0.303491734472637,68.75,0.0607279738863722,32.8125,0.265991954029749,35.9375,0.0172966171793388,54.6875,0.123695627739688,46.875,0.325466880511986,84.375,50.9702977246715,0.625,53.90625,0.5625
"23","08043",0.208582604199912,51.5625,0.092727298944126,54.6875,0.352833688640328,67.1875,0.00338468720821662,18.75,0.188854232796931,81.25,0.265814659197012,32.8125,45.9969547595699,0.484375,51.0416666666667,0.484375
"24","08045",0.31643721371288,71.875,0.119035556714253,73.4375,0.256147294158135,31.25,0.0544701832728626,92.1875,0.0784746836526772,12.5,0.29267838868732,56.25,46.9362501838151,0.546875,56.25,0.65625
"25","08047",0.147058823529411,26.5625,0.015437741214706,1.5625,0.153346994535519,6.25,0.00285510349750178,15.625,0.0959731543624161,26.5625,0.305139186295503,65.625,13.8522784673368,0.046875,23.6979166666667,0.0625
"26","08049",0.13022791220813,17.1875,0.056829156293367,29.6875,0.24173730205664,25,0.00407885791978246,20.3125,0.050383782719937,3.125,0.295207341944256,57.8125,18.9842560510846,0.109375,25.5208333333333,0.09375
"27","08051",0.137961393512604,21.875,0.036025567334365,20.3125,0.328398133748056,51.5625,0.00619709794437726,26.5625,0.0801551775589376,15.625,0.308948004836759,70.3125,29.5706692158433,0.3125,34.375,0.234375
"28","08053",0.100350058343057,7.8125,0.062588904694168,37.5,0.290548424737456,40.625,0,7.8125,0.254375729288215,96.875,0.23342175066313,18.75,23.5109195275028,0.234375,34.8958333333333,0.25
"29","08055",0.396246378617853,79.6875,0.0797010841976455,45.3125,0.426574500768049,87.5,0,7.8125,0.229616031818877,92.1875,0.28,43.75,46.3812804517252,0.515625,59.375,0.71875
"30","08057",0.178429817605075,43.75,0.126283367556468,79.6875,0.31394422310757,48.4375,0.032258064516129,70.3125,0.0796178343949045,14.0625,0.111111111111111,1.5625,25.2780855952957,0.28125,42.96875,0.40625
"31","08059",0.213858392301874,56.25,0.0542340707551517,28.125,0.18385268720971,9.375,0.0137504089821081,45.3125,0.100392033982146,31.25,0.290226619138641,50,31.8814009663464,0.34375,36.71875,0.328125
"32","08061",0.083277367360645,3.125,0.043172690763052,25,0.380821917808219,75,0.0125391849529781,39.0625,0.155266757865937,62.5,0.225705329153605,15.625,24.634961920391,0.265625,36.71875,0.328125
"33","08063",0.16103798660128,37.5,0.0826176754130033,50,0.33203855560351,57.8125,0.0499334221038615,82.8125,0.160408574305855,68.75,0.205059920106525,7.8125,41.1020618500246,0.453125,50.78125,0.46875
"34","08065",0.438378406693235,89.0625,0.20041164448171,100,0.379572571128884,73.4375,0.0439268867924528,76.5625,0.130519480519481,53.125,0.309846698113208,73.4375,76.1741499410157,0.921875,77.6041666666667,0.875
"35","08067",0.212877663844414,54.6875,0.0424302656695015,23.4375,0.237384254955189,23.4375,0.00582729191520602,25,0.0900518623290901,23.4375,0.308938239882536,68.75,32.6441806691675,0.359375,36.4583333333333,0.28125
"36","08069",0.173428034229025,40.625,0.0421235215621168,21.875,0.253377430466423,29.6875,0.0154793790732807,48.4375,0.0966930413033823,28.125,0.323731398836675,79.6875,37.6845429710672,0.421875,41.40625,0.375
"37","08071",0.475129406448435,92.1875,0.125877055817722,78.125,0.417339916217834,85.9375,0.0233883058470765,60.9375,0.240909090909091,93.75,0.32383808095952,81.25,81.2307900318329,0.96875,82.03125,0.953125
"38","08073",0.279750939117706,65.625,0.088545127585551,53.125,0.336582568807339,60.9375,0.00461133069828722,23.4375,0.159142857142857,67.1875,0.27733860342556,37.5,48.2037310300831,0.609375,51.3020833333333,0.5
"39","08075",0.210190018346092,53.125,0.0938891030881247,57.8125,0.360558139534884,70.3125,0.00440843560109615,21.875,0.141572726028022,56.25,0.276063386155129,35.9375,46.060496379369,0.5,49.21875,0.4375
"40","08077",0.186450837115971,46.875,0.0973796207974267,60.9375,0.322429685333838,50,0.0104305011175537,34.375,0.15024412338722,60.9375,0.311748890544524,75,53.1085063036011,0.734375,54.6875,0.609375
"41","08079",0.135922330097087,18.75,0.025824964131994,10.9375,0.303398058252427,45.3125,0,7.8125,0.146844660194175,59.375,0.215258855585831,12.5,19.4345059446602,0.125,25.78125,0.109375
"42","08081",0.164642830659534,39.0625,0.108795076972617,67.1875,0.330692917019149,56.25,0.0229221021244875,59.375,0.113047501542258,39.0625,0.29071934401789,54.6875,51.5312244260188,0.671875,52.6041666666667,0.53125
"43","08083",0.315293550097879,70.3125,0.104933772523653,64.0625,0.360224849777089,68.75,0.0124824026278742,37.5,0.173151299504951,75,0.244955419990615,23.4375,52.2779830415268,0.703125,56.5104166666667,0.671875
"44","08085",0.222765598645566,60.9375,0.104986963505365,65.625,0.337039644582554,62.5,0.0377479579929988,73.4375,0.158195234063143,65.625,0.288098016336056,48.4375,62.2778791631769,0.78125,62.7604166666667,0.765625
"45","08087",0.398956915284072,81.25,0.192378593521065,96.875,0.378362969033959,71.875,0.0648792093704246,98.4375,0.11210602991863,37.5,0.297767203513909,60.9375,70.9220972715671,0.828125,74.4791666666667,0.828125
"46","08089",0.435078171556389,87.5,0.131101040389497,82.8125,0.494763958111665,92.1875,0.024993524993525,64.0625,0.210174547061423,90.625,0.282957782957783,45.3125,74.8412418898639,0.890625,77.0833333333333,0.859375
"47","08091",0.042952460383653,1.5625,0.022331861854064,6.25,0.190854040509501,10.9375,0.00231160425335182,12.5,0.114678899082569,40.625,0.339805825242718,92.1875,13.0767229405504,0.03125,27.34375,0.140625
"48","08093",0.0953418152320836,4.6875,0.0244776710107352,7.8125,0.21516625197919,12.5,0.00086567594863656,9.375,0.128650355169692,50,0.279613331409609,42.1875,14.4364717663273,0.0625,21.09375,0.046875
"49","08095",0.195695399259651,50,0.0979262672811055,62.5,0.339429928741093,64.0625,0.0509177027827117,85.9375,0.124465558194774,48.4375,0.255180580224985,26.5625,52.9884498367373,0.71875,56.25,0.65625
"50","08097",0.142253263086371,25,0.0256280537729985,9.375,0.161997086181777,7.8125,0.0245078344716754,62.5,0.0651724330669051,9.375,0.353019954466318,96.875,21.6834002999439,0.1875,35.15625,0.265625
"51","08099",0.401315577237429,82.8125,0.197434067263059,98.4375,0.395942128242445,79.6875,0.0591243862520458,96.875,0.168953615624211,71.875,0.27823240589198,40.625,75.4000447110911,0.90625,78.3854166666667,0.890625
"52","08101",0.476703446919065,93.75,0.10973498265874,68.75,0.399802347127857,81.25,0.0127965917218646,42.1875,0.194916244044875,84.375,0.330658954504462,87.5,73.9171981129836,0.859375,76.3020833333333,0.84375
"53","08103",0.15829613095238,35.9375,0.0800602697150445,46.875,0.302190507799535,43.75,0.0126032159930465,40.625,0.120601407549584,43.75,0.205562798783138,9.375,32.7241457260398,0.375,36.71875,0.328125
"54","08105",0.500297145614107,95.3125,0.144381367311795,89.0625,0.408907246116548,82.8125,0.0522496371552975,90.625,0.202278435593828,87.5,0.264565623056189,31.25,74.7322036771187,0.875,79.4270833333333,0.921875
"55","08107",0.0968789193867329,6.25,0.0338874554127876,17.1875,0.234938057382672,21.875,0.00822659585546183,31.25,0.0621616202125526,7.8125,0.303446839529314,62.5,18.1590647246631,0.09375,24.4791666666667,0.078125
"56","08109",0.419700376628964,84.375,0.188440637075866,93.75,0.497105423522243,93.75,0.0548951048951049,93.75,0.156411818458727,64.0625,0.306643356643357,67.1875,81.7843104890566,0.984375,82.8125,0.96875
"57","08111",0.112054329371816,12.5,0.061855670103093,35.9375,0.276740237691002,37.5,0.0173010380622837,56.25,0.129032258064516,51.5625,0.256055363321799,28.125,33.3431296482699,0.390625,36.9791666666667,0.34375
"58","08113",0.141494892954751,23.4375,0.0334233582620272,15.625,0.251744765702891,28.125,0.0357545045045045,71.875,0.0548985435080294,4.6875,0.371621621621622,98.4375,26.4393389616003,0.296875,40.3645833333333,0.359375
"59","08115",0.155469422911283,31.25,0.130111524163568,81.25,0.381786339754816,76.5625,0.0134436401240951,43.75,0.181659388646288,78.125,0.231644260599793,17.1875,47.4546071764404,0.578125,54.6875,0.609375
"60","08117",0.155819910762393,34.375,0.0606899667771686,31.25,0.2206132879046,15.625,0.0457663753406635,81.25,0.0570512610814878,6.25,0.337186354665915,89.0625,30.2031220205665,0.328125,42.96875,0.40625
"61","08119",0.110639671523036,10.9375,0.0284865156904388,14.0625,0.222158178599366,17.1875,0.00214676034348165,10.9375,0.138254150912379,54.6875,0.2903981264637,53.125,20.9274541297915,0.171875,26.8229166666667,0.125
"62","08121",0.122254189786839,15.625,0.0815621534638425,48.4375,0.329447987684187,53.125,0.00814566363200766,29.6875,0.111281489594743,35.9375,0.172496406324868,4.6875,24.2043770571618,0.25,31.25,0.1875
"63","08123",0.337442061576039,73.4375,0.116816609180414,71.875,0.264996949318458,32.8125,0.0304382302643521,68.75,0.10319082542754,32.8125,0.28742440599593,46.875,51.3410477945391,0.65625,54.4270833333333,0.578125
"64","08125",0.247489827661224,62.5,0.115700780251686,70.3125,0.388133498145859,78.125,0.0454319761668322,78.125,0.115548347861342,42.1875,0.213008937437934,10.9375,48.0949058616904,0.59375,57.03125,0.6875
