,GEOID,peopleOfColor,peopleOfColor_pcntl,highSchool,highSchool_pcntl,percent_lowincome,percent_lowincome_pcntl,percent_lingiso,percent_lingiso_pcntl,percent_disability,percent_disability_pcntl,HH_Burdened_Pct,HH_Burdened_Pct_pcntl,socEco_geoMean,geoMeanDist,socEco_arthMean,arthMeanDist,geoMeanRank - arthMeanRank
1669,80399612043,0.10625,16.75722047,0.005728835,1.389786684,0.077403846,13.3045977,0,0,0.094732947,40.38079,0.217932752,26.21497999,8.304484964,0.112400906,16.34122914,0.093997735,0.018403171
1533,80350140132,0.086199919,12.06748642,0.004990643,0.969618617,0.038445973,4.568965517,0.009876543,7.125,0.054726967,8.553566354,0.32345679,57.89022298,7.572898931,0.097961495,15.19580998,0.079558324,0.018403171
1005,80310002022,0.612881806,87.33199886,0.222967309,88.42921784,0.300873069,61.95402299,0.033823529,44.8125,0.152770844,81.04575163,0.336764706,61.54945683,68.89674825,0.883352208,70.85382469,0.864949037,0.018403171
2309,80590105033,0.147900763,27.88104089,0.026751592,22.68907563,0.085877863,15.43103448,0,0,0.16920877,86.38817846,0.191685912,18.61063465,15.8230204,0.288221971,28.49999402,0.269535674,0.018686297
1105,80310016003,0.556353839,84.15784959,0.255102041,91.53199741,0.309384823,63.2183908,0.039957939,51,0.083973789,30.74737141,0.427970557,80.96054889,62.88210962,0.848244621,66.93602635,0.829558324,0.018686297
1849,80410044011,0.4540767,76.0366028,0.020408163,15.96638655,0.566579634,91.83908046,0.011627907,10.625,0.070259481,19.15316851,0.674418605,99.1137793,36.19595831,0.667327293,52.12233627,0.648640997,0.018686297
2559,80590605002,0.094822208,13.89762654,0.007554297,2.811893988,0.031815346,3.448275862,0,0,0.047219307,5.08667235,0.212224109,24.44253859,5.058482781,0.036806342,8.281167889,0.018120045,0.018686297
798,80130130042,0.113876002,18.67314841,0,0,0.095762712,18.18965517,0,0,0.046458924,4.631997727,0.185747664,16.89536878,5.462980765,0.04614949,9.731695016,0.027463194,0.018686297
812,80130132073,0.100549882,15.29882757,0,0,0.091908877,17.09770115,0,0,0.090788894,36.91389599,0.153398058,9.491137793,6.7145566,0.07389581,13.13359375,0.055209513,0.018686297
1644,80370003022,0.344907407,64.82699457,0.144366197,76.43826761,0.368634259,72.72988506,0.065408805,67.8125,0.07723036,24.69451549,0.513207547,91.99542596,61.76503437,0.841449604,66.41626478,0.822763307,0.018686297
799,80130130051,0.065972222,8.006863025,0.037140204,31.22171946,0.133333333,27.4137931,0,0,0.075197472,23.10315431,0.383164006,72.35563179,15.01430824,0.266421291,27.01686028,0.247734994,0.018686297
2337,80590110005,0.40015015,71.00371747,0.20239521,86.1667744,0.358208955,71.23563218,0.03950104,50.375,0.117666667,61.352657,0.548856549,94.82561464,70.96573706,0.896659117,72.49323262,0.877689694,0.018969422
1668,80399612042,0.103658537,15.95653417,0.013250883,8.047834518,0.020121951,1.350574713,0,0,0.094732947,40.38079,0.205454545,22.41280732,7.344595482,0.091732729,14.69142345,0.072763307,0.018969422
2960,80839694004,0.529365701,82.47068916,0.085301837,60.05171299,0.361785435,71.75287356,0.055172414,61.375,0.205898567,94.79965899,0.197701149,20.18296169,58.89447885,0.82984145,65.10548273,0.810872027,0.018969422
1966,80410059001,0.178617992,35.28738919,0.043993232,35.90820944,0.143415906,29.51149425,0,0,0.153644629,81.27308895,0.189542484,18.03887936,19.49067139,0.36608154,33.3365102,0.347112118,0.018969422
186,80010093192,0.355212355,65.91364026,0.234718826,89.81900452,0.492277992,86.55172414,0.046610169,56.0625,0.111925897,57.20375107,0.478813559,88.67924528,72.54202965,0.907984145,74.03831088,0.888731597,0.019252548
149,80010092023,0.646403242,88.93337146,0.299186992,94.27925016,0.269503546,55.8908046,0.019607843,26.625,0.104523496,51.06564365,0.406162465,77.07261292,60.51410641,0.835503964,65.64444713,0.816251416,0.019252548
1220,80310037021,0.188957055,37.57506434,0.051657672,41.37039431,0.24168798,50.63218391,0,0,0.094967532,40.77863029,0.381612091,72.04116638,24.77450032,0.483295583,40.39957321,0.464043035,0.019252548
2384,80590117111,0.203773585,41.09236488,0.049872123,39.94828701,0.282075472,58.3045977,0,0,0.08714647,33.9869281,0.364392679,68.23899371,24.60657139,0.481030578,40.2618619,0.461778029,0.019252548
2518,80590120512,0.050750536,4.889905633,0.018251681,13.41305753,0.050859599,7.212643678,0,0,0.116707955,60.24438761,0.157692308,10.23441967,8.143612365,0.109852775,15.99906902,0.090600227,0.019252548
1857,80410045012,0.610526316,87.18901916,0.185692542,83.93665158,0.290585975,59.77011494,0.018867925,25.4375,0.14705274,78.99971583,0.34097035,62.43567753,61.6460212,0.841166478,66.29477984,0.82191393,0.019252548
984,80299648003,0.414554906,72.34772662,0.182332155,83.54880414,0.317375887,64.65517241,0.078066914,72.5,0.223780682,96.36260301,0.301115242,51.2864494,72.06143851,0.903737259,73.45012593,0.884201586,0.019535674
2315,80590106033,0.312724014,60.22304833,0.129837703,73.20620556,0.420250896,78.73563218,0.043726236,53.75,0.150179856,80.27848821,0.562737643,95.68324757,72.34067974,0.905719139,73.64610364,0.886183465,0.019535674
3260,81099776003,0.212983224,43.09408064,0.055166375,43.76212023,0.636163982,95.11494253,0.020942408,28.4375,0.170556553,86.92810458,0.52617801,93.13893654,58.79286228,0.828992072,65.07928075,0.809456399,0.019535674
3423,81230020042,0.446575342,75.2359165,0.181050091,83.41952165,0.506849315,87.5862069,0.095292767,79.1875,0.122570671,64.84796817,0.388059701,73.32761578,76.91154459,0.936296716,77.26745483,0.916761042,0.019535674
751,80130125102,0.162079511,31.34114956,0,0,0.064220183,10.11494253,0,0,0.052480916,7.360045467,0.188295165,17.61006289,5.874261705,0.05605889,11.07103341,0.036523216,0.019535674
2359,80590115503,0.465116279,76.8372891,0.312761506,94.99030381,0.432284542,80.11494253,0.091190108,77.4375,0.124012638,65.75731742,0.330757342,59.69125214,74.98282919,0.92214043,75.8047675,0.902604757,0.019535674
1570,80350141291,0.100055586,15.15584787,0.013125513,7.756948933,0.025598219,2.442528736,0,0,0.046766435,4.688832055,0.141693811,7.518582047,4.651059678,0.030860702,6.260456607,0.011041903,0.0198188
504,80050812001,0.617843511,87.61795825,0.139798489,75.468649,0.285645703,58.73563218,0.13480055,88.1875,0.106309087,52.40125036,0.405777166,76.9296741,71.89256646,0.902604757,73.22344398,0.882785957,0.0198188
678,80050873005,0.739698492,93.65170146,0.071216617,52.94117647,0.306415929,62.67241379,0.113839286,82.9375,0.113409865,58.85194658,0.421875,79.9028016,70.34662132,0.892412231,71.82625665,0.872593431,0.0198188
835,80130133062,0.457707799,76.3225622,0.189449801,84.64770524,0.432076163,80.05747126,0.07960199,73.25,0.115565032,59.64762717,0.460696517,86.39222413,76.16537343,0.93204983,76.71959833,0.912231031,0.0198188
1794,80410033053,0.270897155,53.93194166,0.009933775,4.880413704,0.040620721,5.143678161,0,0,0.081879572,28.75816993,0.169948187,13.06460835,8.934543211,0.127689694,17.62980197,0.107870895,0.0198188
2472,80590120343,0.052919708,5.404632542,0.012962963,7.53070459,0.080291971,13.96551724,0,0,0.064959569,15.28843421,0.350943396,64.89422527,9.089457813,0.130520951,17.84725231,0.110702152,0.0198188
703,80130121022,0.171074845,33.31426937,0.003762227,0.452488688,0.073574494,12.55747126,0.036697248,48,0.069345612,18.52799091,0.258409786,38.10748999,13.63128152,0.233012458,25.1599517,0.212910532,0.020101925
1513,80350140052,0.240085288,48.12696597,0.014593909,9.469941823,0.185927505,39.1091954,0,0,0.057073955,10.1733447,0.304670913,52.42995998,14.55491456,0.258493771,26.55156798,0.238391846,0.020101925
1610,80350144041,0.10719755,17.04317987,0.013139371,7.821590175,0.107580398,21.06321839,0,0,0.137059724,74.3677181,0.230202578,29.98856489,13.5764146,0.231596829,25.04737857,0.211494904,0.020101925
1711,80410008002,0.17037037,33.1140978,0.027027027,23.01228184,0.49465812,86.6954023,0.029535865,40.3125,0.182649949,90.59391873,0.660337553,98.85648942,53.65194119,0.797565119,62.09744835,0.777463194,0.020101925
2092,80459518031,0.225,45.63911925,0.072202166,53.58758888,0.219736842,46.55172414,0.14028777,89.375,0.037732845,1.960784314,0.291366906,48.25614637,31.42360158,0.600226501,47.56172716,0.580124575,0.020101925
2575,80659617004,0.130434783,23.19130683,0.05078125,40.62702004,0.239130435,50.22988506,0,0,0.137906395,74.85080989,0.227848101,29.18810749,21.66460637,0.413929785,36.34785488,0.39382786,0.020101925
332,80050056361,0.12111293,20.3317129,0,0,0.065466448,10.63218391,0.013353116,14.75,0.032733224,1.221938051,0.267062315,41.02344197,7.36679004,0.092015855,14.65987947,0.07191393,0.020101925
2163,80590098152,0.121742235,20.56048041,0.003703704,0.387847447,0.02998929,2.988505747,0.024236038,33.75,0.0721038,20.94344984,0.181243414,15.72327044,8.013745182,0.106738392,15.72559231,0.086636467,0.020101925
1070,80310009054,0.656704362,89.50529025,0.302036199,94.3438914,0.428917609,79.77011494,0.058375635,63.625,0.083274689,30.2074453,0.218274112,26.30074328,56.93142932,0.816251416,63.95874753,0.795866365,0.020385051
1123,80310021005,0.609483961,87.04603946,0.289282836,93.72979961,0.290097629,59.56896552,0.076400679,72.125,0.095158343,41.23330492,0.341256367,62.52144082,66.98871062,0.873159683,69.37075839,0.852774632,0.020385051
2987,80859665023,0.153061224,29.16785816,0.019145803,14.54427925,0.22675737,48.07471264,0,0,0.126839711,67.60443308,0.270676692,42.13836478,19.6801188,0.37202718,33.58827465,0.351642129,0.020385051
1044,80310007011,0.529723367,82.4992851,0.16058906,79.79961215,0.44555621,81.6091954,0.06244087,65.9375,0.112185252,57.65842569,0.456953642,85.76329331,74.80221557,0.919875425,75.54455194,0.899490374,0.020385051
2004,80410068022,0.264150943,52.24478124,0.028202115,23.94957983,0.229696473,48.64942529,0,0,0.100647733,46.71781756,0.331236897,59.8913665,23.54385364,0.455549264,38.57549507,0.435164213,0.020385051
1718,80410011011,0.475776398,77.98112668,0.085007728,59.85778927,0.545341615,90.40229885,0.077306733,72.375,0.134770889,72.91844274,0.453865337,85.56317896,75.85783106,0.93006795,76.51630608,0.909399773,0.020668177
2691,80690011121,0.478804348,78.29568201,0.220385675,88.23529412,0.472826087,84.85632184,0.050632911,58.5,0.087914439,34.66894004,0.357594937,66.38078902,65.4938517,0.864665912,68.48950451,0.843997735,0.020668177
2417,80590117312,0.129837703,23.13411496,0.019402985,14.80284421,0.145833333,30.14367816,0,0,0.054667593,8.496732026,0.396929825,74.92853059,13.68617976,0.235277463,25.25098332,0.214609287,0.020668177
157,80010092071,0.604950831,86.87446383,0.170031881,81.48028442,0.437775517,80.68965517,0.068817204,69.375,0.098739496,44.72861608,0.353763441,65.63750715,69.86889018,0.890147225,71.46425444,0.869195923,0.020951302
2495,80590120432,0.179487179,35.48756077,0.006116208,1.616031028,0.043803419,5.718390805,0,0,0.078910857,25.74595055,0.181818182,15.98056032,7.161710615,0.087202718,14.09141558,0.066251416,0.020951302
1374,80310068091,0.060469314,6.834429511,0,0,0.088447653,16.03448276,0,0,0.085,31.79880648,0.171745152,13.55060034,6.012029413,0.059456399,11.36971985,0.038505096,0.020951302
3069,80970004012,0.042124542,3.288533028,0.01319797,7.950872657,0.096804511,18.47701149,0,0,0.043780257,3.893151463,0.27340824,42.96740995,6.575289341,0.071064553,12.76282977,0.05011325,0.020951302
1347,80310048013,0.585289515,85.98798971,0.189130435,84.51842275,0.225352113,47.81609195,0.114285714,83.375,0.1191067,62.74509804,0.351020408,64.92281304,70.03729635,0.891562854,71.56090258,0.870611552,0.020951302
1818,80410037082,0.307610994,59.73691736,0.017160686,12.08791209,0.077167019,13.18965517,0,0,0.082912032,29.61068485,0.3175,56.00343053,15.83975418,0.288505096,28.4381,0.267553794,0.020951302
2532,80590120552,0.082987552,11.29539605,0.01236476,6.884292178,0.019709544,1.32183908,0,0,0.086698043,33.58908781,0.209302326,23.64208119,6.586234809,0.071630804,12.78878272,0.050679502,0.020951302
1258,80310041024,0.76372315,94.65255934,0.201581028,86.06981254,0.311058075,63.64942529,0.055555556,61.6875,0.137027405,74.33930094,0.373333333,70.38307604,74.23526535,0.917610419,75.13027902,0.896659117,0.020951302
2943,80839411001,0.866728798,98.37003146,0.120754717,71.36393019,0.679574056,96.92528736,0.030898876,41.75,0.093521127,39.24410344,0.185393258,16.83819325,51.55263182,0.785673839,60.74859095,0.764722537,0.020951302
454,80050076003,0.712349398,92.42207607,0.154826958,78.57142857,0.3125,63.85057471,0.114035088,83.125,0.106796117,52.88434214,0.359649123,66.95254431,71.75274248,0.901755379,72.96766097,0.880804077,0.020951302
169,80010093082,0.784042553,95.62482128,0.363914373,97.02650291,0.258510638,53.79310345,0.05952381,64.375,0.091563555,37.51065644,0.305555556,52.63007433,63.15129356,0.849943375,66.82669307,0.828708947,0.021234428
474,80050802003,0.51642434,81.12668001,0.190017513,84.77698772,0.2180937,45.97701149,0.11308204,82.6875,0.111663302,56.94799659,0.385809313,72.72727273,69.03982357,0.884767837,70.70724142,0.863533409,0.021234428
497,80050810002,0.58909445,86.10237346,0.134889754,74.40206852,0.379746835,73.96551724,0.046875,56.1875,0.095970308,41.8016482,0.484375,89.07947399,68.03097551,0.880804077,70.25643023,0.859569649,0.021234428
683,80079742003,0.180597661,35.71632828,0.056613484,44.99030381,0.187749667,39.45402299,0,0,0.136029412,73.60045467,0.275603664,43.567753,24.24862482,0.470554926,39.55481046,0.449320498,0.021234428
1810,80410037052,0.173662551,33.97197598,0.01092233,5.78539108,0.197530864,41.55172414,0,0,0.092004753,37.90849673,0.301886792,51.42938822,15.86104327,0.289071348,28.44116269,0.26783692,0.021234428
2298,80590104033,0.060945274,6.920217329,0.02020202,15.74014221,0.15920398,33.3045977,0,0,0.125773925,67.20659278,0.227373068,29.07375643,13.85982034,0.237825595,25.37421774,0.216591166,0.021234428
865,80130136021,0.055,5.862167572,0,0,0.095,17.87356322,0,0,0.07727797,24.75134982,0.18,15.26586621,5.838011573,0.055209513,10.62549114,0.033975085,0.021234428
3242,81070002002,0.143629344,26.6514155,0.02006689,15.51389787,0.181888545,38.10344828,0,0,0.154049296,81.35834044,0.237647059,32.18982276,18.58892859,0.348244621,32.30282081,0.327010193,0.021234428
1574,80350141303,0.247130834,49.32799542,0.019771072,14.96444732,0.02448355,2.24137931,0.02484472,34.625,0.035289346,1.420858198,0.161490683,11.12064037,9.835353425,0.146659117,18.95005344,0.125424689,0.021234428
1002,80310002011,0.465608466,76.86588504,0.235497238,89.85132515,0.29981378,61.75287356,0.063380282,66.4375,0.14155496,76.41375391,0.435446009,82.38993711,75.02898071,0.922706682,75.61854579,0.901189128,0.021517554
2342,80590111004,0.398507463,70.8035459,0.168306011,81.15707822,0.380772142,74.13793103,0.020979021,28.5625,0.109810565,55.64080705,0.477272727,88.4219554,62.54538513,0.845696489,66.4539696,0.824178935,0.021517554
2714,80690016032,0.143484627,26.62281956,0,0,0.142020498,29.31034483,0,0,0.076571026,24.23984086,0.151639344,9.176672384,7.468756972,0.095979615,14.89161294,0.074462061,0.021517554
929,80140313002,0.231778426,46.95453246,0.012468828,6.916612799,0.030612245,3.16091954,0,0,0.050505051,6.308610401,0.187817259,17.46712407,6.95435073,0.07984145,13.46796654,0.058323896,0.021517554
160,80010093042,0.411519199,72.06176723,0.105194805,66.93600517,0.291318865,59.94252874,0.105011933,80.9375,0.074357192,22.84739983,0.484486874,89.16523728,60.21624212,0.834654587,65.31507304,0.813137033,0.021517554
3399,81230015003,0.227774855,46.21103803,0.055292259,43.95604396,0.148869016,31.03448276,0,0,0.130352046,70.33248082,0.179419525,15.09433962,20.14944777,0.385334088,34.4380642,0.363816535,0.021517554
2975,80859663004,0.361725263,66.77151844,0.126984127,72.68907563,0.517165006,88.3908046,0.090171326,77,0.17283734,88.20687695,0.34355275,63.00743282,75.38913152,0.926387316,76.01095141,0.904869762,0.021517554
511,80050814003,0.502767528,80.46897341,0.087016575,60.98901099,0.274907749,56.75287356,0.048648649,57.3125,0.171414538,87.55328218,0.464864865,86.93539165,70.37704881,0.893261608,71.66867197,0.871460929,0.02180068
646,80050862002,0.212201592,42.83671719,0.018201285,13.28377505,0.096816976,18.50574713,0.034334764,45.125,0.023313783,0.42625746,0.182403433,16.2378502,12.19486534,0.201019253,22.73589117,0.179218573,0.02180068
943,80150004012,0.028524857,1.658564484,0.051477598,41.20879121,0.154849226,32.5,0.061511424,65.25,0.16410981,84.34214265,0.221441125,27.27272727,26.33256827,0.514156285,42.03870427,0.492355606,0.02180068
758,80130126032,0.17054986,33.17128968,0,0,0.067101584,11.09195402,0,0,0.072119613,21.00028417,0.214814815,25.18582047,7.61246453,0.099093998,15.07489139,0.077293318,0.02180068
2400,80590117242,0.1640625,31.85587647,0.025044723,20.9114415,0.013843111,0.632183908,0.027027027,37.5,0.04555572,4.234157431,0.135135135,6.489422527,8.701020957,0.120894677,16.93718031,0.099093998,0.02180068
1199,80310034022,0.085544693,11.81012296,0.015699334,10.60116354,0.084497207,15.25862069,0,0,0.029715229,0.994600739,0.242236025,33.50485992,6.318974981,0.065118913,12.02822798,0.043318233,0.02180068
885,80130608005,0.51231212,80.98370031,0.164201183,80.60762767,0.4201817,78.70689655,0.065084227,67.625,0.10383875,49.87212276,0.43568147,82.4757004,72.30687875,0.905436014,73.37850795,0.883635334,0.02180068
2696,80690013011,0.316346154,60.82356305,0.225449516,88.68778281,0.272115385,56.37931034,0.059382423,64.125,0.166144201,84.79681728,0.420427553,79.61692396,71.32546688,0.898924122,72.40489957,0.877123443,0.02180068
2489,80590120412,0.113992437,18.70174435,0.051012146,40.75630252,0.212857915,44.62643678,0,0,0.109770603,55.49872123,0.140417457,7.261292167,15.47014314,0.280577576,27.80741617,0.258493771,0.022083805
1614,80350144054,0.105798576,16.52845296,0,0,0.053407935,7.787356322,0,0,0.056813667,9.974424552,0.173501577,13.95082905,5.115071239,0.039071348,8.040177147,0.016987542,0.022083805
1036,80310005012,0.359649123,66.48555905,0.012285012,6.722689076,0.121832359,24.39655172,0,0,0.066422355,16.36828645,0.146572104,8.261863922,10.66874517,0.165911665,20.3724917,0.14382786,0.022083805
1076,80310011013,0.378246753,68.34429511,0.210332103,87.1040724,0.350649351,70,0.146964856,89.9375,0.136421053,73.79937482,0.370607029,69.81132075,76.02557022,0.930917327,76.49942718,0.908833522,0.022083805
1939,80410052022,0.611831442,87.30340292,0.060016221,47.09114415,0.424624137,79.25287356,0.03346856,44.1875,0.142285905,77.09576584,0.42494929,80.33161807,66.83957055,0.872876557,69.21038409,0.850792752,0.022083805
1940,80410053001,0.498583569,80.21160995,0.139329806,75.40400776,0.300283286,61.83908046,0.096875,79.5625,0.160187954,83.06337028,0.303125,51.82961692,71.00110521,0.896942242,71.98503089,0.874858437,0.022083805
139,80010090025,0.361081081,66.68573063,0.265536723,92.24305107,0.401081081,76.83908046,0.113924051,83.0625,0.12392907,65.6152316,0.389240506,73.58490566,75.79220156,0.929784824,76.33841657,0.907417894,0.022366931
1670,80399612044,0.095995893,14.15498999,0.010614102,5.462184874,0.159607438,33.47701149,0,0,0.094732947,40.38079,0.304347826,52.28702115,13.27186308,0.225084938,24.29366625,0.202718007,0.022366931
3151,81010023003,0.524022346,82.07034601,0.100946372,65.77246283,0.360893855,71.6091954,0.08797654,76.5,0.188732394,92.35578289,0.357771261,66.43796455,75.24139434,0.924405436,75.79095861,0.902038505,0.022366931
1272,80310041071,0.272693229,54.38947669,0.005593945,1.292824822,0.103599848,20.0862069,0.011632416,10.6875,0.049315483,5.711849957,0.285963552,46.68381933,12.61232922,0.209229898,23.14194628,0.186862967,0.022366931
806,80130132022,0.054755043,5.776379754,0.007662835,2.876535229,0.057636888,8.67816092,0,0,0.053546592,8.127308895,0.275,43.42481418,6.087509399,0.061721404,11.48053316,0.039354473,0.022366931
1190,80310032032,0.077864294,10.0943666,0.011412268,6.043956044,0.0756396,12.95977011,0,0,0.041886544,3.410059676,0.116438356,4.431103488,4.781291882,0.033125708,6.156542654,0.010758777,0.022366931
1294,80310043034,0.073982737,9.408064055,0,0,0.056720099,8.362068966,0,0,0.068825911,18.13015061,0.217532468,26.07204117,5.777390762,0.053793884,10.3287208,0.031426954,0.022366931
797,80130130041,0.325280414,62.1675722,0.00867052,3.684550743,0.319240725,65.11494253,0.037135279,48.75,0.046458924,4.631997727,0.188328912,17.63865066,19.75329598,0.374575311,33.66461898,0.352208381,0.022366931
1384,80310068111,0.303183792,58.99342293,0.045334739,37.03943116,0.168234443,35.28735632,0,0,0.118384401,62.11992043,0.189563365,18.06746712,21.03144916,0.398924122,35.25126633,0.376557191,0.022366931
68,80010085331,0.404974846,71.48984844,0.046608214,37.97672915,0.195360537,40.94827586,0,0,0.084980486,31.6283035,0.294223827,49.14236707,23.60052082,0.456398641,38.53092067,0.433748584,0.022650057
2087,80459517022,0.097457627,14.6697169,0.015130674,10.11635423,0.450211864,82.18390805,0.061913696,65.5,0.138339921,75.22023302,0.465290807,87.02115495,41.66188297,0.721970555,55.78522786,0.699320498,0.022650057
2507,80590120473,0.17673716,34.60108665,0.058760684,46.3800905,0.144259819,29.88505747,0,0,0.098083427,43.98976982,0.122772277,4.945683248,14.78230761,0.263023783,26.63361461,0.240373726,0.022650057
1578,80350141313,0.084029916,11.52416357,0.027149321,23.14156432,0.109982332,21.46551724,0,0,0.146669264,78.82921284,0.222321429,27.58719268,15.22379862,0.272083805,27.09127511,0.249433749,0.022650057
1192,80310033001,0.148268398,28.02402059,0.009296149,4.427925016,0.167748918,35.22988506,0,0,0.050388802,6.166524581,0.275,43.42481418,10.26605044,0.155152888,19.54552824,0.132502831,0.022650057
2450,80590120243,0.071609954,8.807549328,0,0,0.07059421,11.81034483,0,0,0.061072953,12.95822677,0.21887287,26.64379646,5.743939949,0.05209513,10.0366529,0.029161948,0.022933182
1232,80310039012,0.09672619,14.41235345,0,0,0.101190476,19.42528736,0,0,0.081113225,27.84882069,0.13442623,6.403659234,6.06814891,0.061155153,11.34835345,0.038221971,0.022933182
333,80050057001,0.182692308,36.03088361,0.054054054,43.01874596,0.366586538,72.44252874,0,0,0.093964859,39.86928105,0.279329609,44.51114923,24.16789982,0.469988675,39.3120981,0.446772367,0.023216308
2848,80770005001,0.224783862,45.55333143,0.156657963,78.9269554,0.673596674,96.58045977,0.03030303,41.1875,0.101818182,47.88292128,0.477272727,88.4219554,62.66477595,0.846262741,66.42552055,0.823046433,0.023216308
2914,80770017032,0.2299908,46.72576494,0.03708134,31.15707822,0.211591536,44.39655172,0,0,0.134566474,72.86160841,0.233962264,31.07489994,22.95594345,0.441109853,37.70265054,0.417893545,0.023216308
2596,80679707032,0.118075802,19.53102659,0,0,0.135568513,27.81609195,0,0,0.083512486,30.32111395,0.158333333,10.43453402,7.456583739,0.095413364,14.68379442,0.072197055,0.023216308
918,80140309004,0.144807122,26.96597083,0.022573363,18.13186813,0.079525223,13.82183908,0,0,0.086852296,33.75959079,0.074391989,1.229273871,8.090556184,0.107870895,15.65142378,0.084654587,0.023216308
2197,80590098382,0.085714286,11.92450672,0.016224189,11.11829347,0.030102041,3.017241379,0,0,0.04730832,5.285592498,0.135785007,6.57518582,4.90360019,0.034824462,6.320136648,0.011325028,0.023499434
1410,80310070881,0.560307956,84.41521304,0.062790698,48.25468649,0.30025663,61.81034483,0.060952381,64.875,0.137637534,74.48138676,0.48,88.76500858,69.00777927,0.884201586,70.43360662,0.860702152,0.023499434
3376,81230014041,0.432477913,73.74892765,0.231585932,89.33419522,0.469499369,84.59770115,0.024691358,34.3125,0.124881741,66.04148906,0.315500686,55.31732419,64.17665305,0.856738392,67.22535621,0.833238958,0.023499434
2460,80590120304,0.069346734,8.550185874,0.039051604,32.61150614,0.176884422,37.04022989,0,0,0.057667442,10.77010514,0.33919598,62.00686106,13.79685064,0.236976217,25.16314802,0.213476784,0.023499434
1782,80410031001,0.248898678,49.81412639,0.05511811,43.72979961,0.151982379,31.7816092,0,0,0.130198488,70.10514351,0.24789916,34.93424814,23.52616807,0.454983012,38.39415448,0.431200453,0.023782559
2361,80590115505,0.41237785,72.17615099,0.115996258,70.23270847,0.369381107,72.84482759,0.145374449,89.6875,0.124012638,65.75731742,0.402349486,76.10062893,74.11384607,0.91619479,74.46652223,0.892412231,0.023782559
2227,80590098501,0.033041788,2.058907635,0,0,0.043731778,5.689655172,0.022371365,31,0.088582677,35.20886616,0.170022371,13.09319611,7.42387019,0.093997735,14.50843751,0.070215176,0.023782559
1149,80310028012,0.058031088,6.376894481,0,0,0.10880829,21.23563218,0,0,0.066622252,16.53878943,0.19214876,18.75357347,5.895812944,0.057191393,10.48414826,0.033125708,0.024065685
3050,80930002002,0.060190074,6.720045754,0.044401544,36.19909502,0.112239444,22.06896552,0,0,0.106254907,52.31599886,0.282352941,45.39736993,15.28455699,0.273782559,27.11691251,0.249716874,0.024065685
18,80010082002,0.664678313,90.07720904,0.159367397,79.54104719,0.337878142,67.72988506,0.076119403,72.0625,0.138269261,75.10656436,0.353731343,65.60891938,74.59724325,0.919309173,75.02102084,0.895243488,0.024065685
164,80010093061,0.642567958,88.76179582,0.115323855,70.00646412,0.287449393,59.1091954,0.054908486,61.125,0.162381219,83.88746803,0.396006656,74.8427673,72.14078178,0.904586636,72.95544845,0.880237826,0.024348811
3373,81230013002,0.465,76.80869317,0.207762557,86.78086619,0.361663653,71.72413793,0.038617886,49.75,0.144597083,77.83461211,0.345528455,63.49342481,69.98941813,0.890996602,71.06528903,0.866647792,0.024348811
2704,80690013061,0.341013825,63.94052045,0.125,72.36586942,0.440092166,80.97701149,0.079337402,73,0.111770524,57.11849957,0.459459459,86.22069754,71.59738267,0.900906002,72.27043308,0.876557191,0.024348811
367,80050066013,0.468267581,77.20903632,0.07101569,52.77957337,0.403659234,77.01149425,0.089876033,76.875,0.133933298,72.52060244,0.452479339,85.19153802,72.81520749,0.909966025,73.59787407,0.885334088,0.024631937
962,80219749004,0.364595545,66.94309408,0.041411043,34.32449903,0.645955451,95.60344828,0.035087719,45.6875,0.177508016,89.22989486,0.342105263,62.75014294,61.88959966,0.842582106,65.75642986,0.81795017,0.024631937
471,80050801003,0.570600632,84.78696025,0.113737075,69.58629606,0.312534209,63.87931034,0.105527638,81.0625,0.143392456,77.60727479,0.404522613,76.58662093,75.25142412,0.924971687,75.58482706,0.900339751,0.024631937
1400,80310069013,0.260373444,51.70145839,0.096350365,64.28571429,0.475103734,85.05747126,0.028145695,38.8125,0.13676764,74.02671213,0.509933775,91.76672384,64.87277963,0.86211778,67.60842999,0.837485844,0.024631937
2352,80590114011,0.531837477,82.67086074,0.141215107,75.69489334,0.387931034,75.0862069,0.063885267,67.0625,0.151582702,80.73316283,0.349413299,64.49399657,73.98977395,0.915628539,74.29027006,0.890996602,0.024631937
2267,80590102131,0.237767057,47.75521876,0.091778203,62.83128636,0.151074151,31.66666667,0,0,0.094847529,40.57971014,0.319298246,56.51801029,24.5310323,0.479614949,39.89181537,0.454983012,0.024631937
176,80010093103,0.788948069,95.88218473,0.268831169,92.46929541,0.315579228,64.25287356,0.024271845,33.8125,0.091255962,37.2264848,0.359223301,66.86678102,60.2737148,0.834937712,65.08501992,0.810305776,0.024631937
670,80050871002,0.478787879,78.26708607,0.018914474,14.1564318,0.290909091,59.88505747,0.050707547,58.625,0.157045536,82.38135834,0.406839623,77.27272727,53.98812527,0.799830125,61.76461016,0.774915062,0.024915062
584,80050838002,0.2656,52.75950815,0.021153846,16.64511959,0.027027027,2.528735632,0,0,0.058450704,11.56578573,0.193832599,19.26815323,8.89373913,0.126557191,17.12788372,0.101642129,0.024915062
1412,80310070883,0.270524899,53.76036603,0.025801407,21.65481577,0.433032616,80.22988506,0.07212056,70.4375,0.137637534,74.48138676,0.474703983,88.13607776,59.23245246,0.830690827,64.78333856,0.805775764,0.024915062
